j,i,wait,delay,service,n_node,n_queue,rho,job
7,19,22.986799,11.254916,11.731884,37.349238,18.304772,0.488320,2373.450000
7,20,22.552455,10.820295,11.732160,36.600870,17.591211,0.487427,2368.142857
7,21,22.958138,11.223665,11.734473,37.222775,18.221624,0.487209,2366.954545
7,22,24.433355,12.701579,11.731775,39.799599,20.763804,0.488097,2374.043478
7,23,24.307877,12.577350,11.730527,39.602594,20.561709,0.488228,2374.708333
7,24,24.456875,12.726712,11.730162,39.853495,20.806971,0.488372,2375.240000
7,25,24.554497,12.825803,11.728695,39.969858,20.941602,0.487904,2373.038462
7,26,24.225737,12.498123,11.727614,39.403587,20.397948,0.487324,2370.037037
7,27,24.294930,12.565859,11.729071,39.470892,20.480749,0.486927,2368.071429
7,28,23.985007,12.256255,11.728752,38.961198,19.974041,0.486850,2367.206897
7,29,24.446297,12.716730,11.729567,39.733480,20.735696,0.487123,2369.500000
7,30,24.238772,12.510166,11.728605,39.415276,20.404501,0.487456,2370.935484
7,31,23.971291,12.241912,11.729378,38.944019,19.957278,0.486840,2367.656250
7,32,24.258589,12.527997,11.730592,39.370194,20.393666,0.486578,2366.363636
7,33,24.067425,12.337407,11.730017,39.060118,20.082601,0.486603,2366.852941
7,34,24.233392,12.503900,11.729491,39.336302,20.355258,0.486693,2367.200000
7,35,25.202072,13.471835,11.730237,40.871394,21.894930,0.486576,2367.527778
7,36,25.315736,13.583720,11.732016,41.027945,22.058470,0.486397,2366.729730
7,37,25.089628,13.357095,11.732532,40.647832,21.685968,0.486202,2365.421053
7,38,24.972389,13.241773,11.730616,40.471158,21.503681,0.486346,2366.435897
7,39,25.627638,13.896854,11.730784,41.549167,22.576638,0.486475,2367.525000
7,40,25.478407,13.746271,11.732136,41.299086,22.328155,0.486434,2366.585366
7,41,25.275592,13.542236,11.733356,40.971530,21.996691,0.486534,2366.500000
7,42,25.215186,13.482401,11.732785,40.905644,21.914150,0.486961,2368.627907
7,43,25.134238,13.400963,11.733275,40.775431,21.781584,0.487022,2368.545455
7,44,25.075700,13.343915,11.731785,40.683682,21.689670,0.487026,2369.133333
7,45,24.897119,13.166454,11.730665,40.387885,21.399017,0.486894,2368.282609
7,46,24.837865,13.107361,11.730504,40.274771,21.294312,0.486678,2367.574468
7,47,24.687998,12.956971,11.731027,40.014302,21.043780,0.486424,2366.020833
7,48,24.650445,12.919614,11.730831,39.978710,20.994660,0.486770,2367.979592
7,49,24.562301,12.831539,11.730761,39.833814,20.850175,0.486760,2367.660000
7,50,24.481500,12.749895,11.731605,39.701085,20.716254,0.486791,2367.333333
7,51,24.518520,12.786286,11.732234,39.743706,20.764844,0.486637,2366.480769
7,52,24.505368,12.772914,11.732455,39.713657,20.738011,0.486555,2365.867925
7,53,24.339294,12.607676,11.731618,39.428729,20.465607,0.486234,2364.407407
7,54,24.383120,12.651038,11.732081,39.494293,20.532051,0.486211,2364.181818
7,55,24.258883,12.527261,11.731622,39.288411,20.329312,0.486131,2363.589286
7,56,24.298267,12.565725,11.732542,39.358667,20.394484,0.486261,2363.912281
7,57,24.273763,12.540641,11.733121,39.324065,20.355630,0.486370,2364.086207
7,58,24.505004,12.772666,11.732337,39.695969,20.728970,0.486333,2364.067797
7,59,24.444702,12.711892,11.732809,39.591816,20.627055,0.486276,2363.466667
7,60,24.560297,12.827417,11.732881,39.766143,20.805446,0.486172,2362.967213
7,61,24.428353,12.695055,11.733299,39.549317,20.589650,0.486145,2362.677419
7,62,24.821701,13.088330,11.733371,40.206296,21.241126,0.486286,2363.761905
7,63,25.021194,13.287725,11.733468,40.545567,21.574567,0.486436,2364.281250
8,0,3.697771,0.004416,3.693355,0.761936,0.000910,0.253675,299.000000
8,1,3.717358,0.002208,3.715150,0.755980,0.000455,0.251842,296.000000
8,2,3.744186,0.002910,3.741276,0.764249,0.000599,0.254550,297.000000
8,3,3.742872,0.005284,3.737588,0.735710,0.000988,0.244907,285.750000
8,4,3.753708,0.004227,3.749481,0.735265,0.000791,0.244825,284.600000
8,5,3.747996,0.003857,3.744139,0.725149,0.000720,0.241476,281.000000
8,6,3.754491,0.004418,3.750074,0.725399,0.000830,0.241523,280.571429
8,7,3.751693,0.005126,3.746567,0.723556,0.000966,0.240863,280.125000
8,8,3.754651,0.006277,3.748375,0.724936,0.001194,0.241247,280.111111
8,9,3.744826,0.006327,3.738499,0.720169,0.001200,0.239656,279.000000
8,10,3.746177,0.006051,3.740125,0.718568,0.001147,0.239140,278.272727
8,11,3.743282,0.006819,3.736463,0.721663,0.001310,0.240118,279.583333
8,12,3.740910,0.006552,3.734358,0.720429,0.001258,0.239724,279.153846
8,13,3.735439,0.006334,3.729105,0.718158,0.001216,0.238981,278.785714
8,14,3.734357,0.006450,3.727907,0.713144,0.001228,0.237306,276.933333
8,15,3.737047,0.007024,3.730023,0.707245,0.001311,0.235311,274.500000
8,16,3.730663,0.006871,3.723791,0.703776,0.001280,0.234165,273.647059
8,17,3.730540,0.006606,3.723934,0.701674,0.001230,0.233481,272.888889
8,18,3.733115,0.007104,3.726010,0.703128,0.001329,0.233933,273.315789
8,19,3.730772,0.006749,3.724023,0.699617,0.001262,0.232785,272.100000
8,20,3.729004,0.006469,3.722535,0.698526,0.001210,0.232439,271.809524
8,21,3.732792,0.006510,3.726282,0.694465,0.001208,0.231086,270.045455
8,22,3.738252,0.006463,3.731789,0.696304,0.001201,0.231701,270.304348
8,23,3.739886,0.006372,3.733514,0.693902,0.001181,0.230907,269.208333
8,24,3.737068,0.006391,3.730677,0.690506,0.001179,0.229776,268.040000
8,25,3.739105,0.006401,3.732704,0.690958,0.001181,0.229926,268.076923
8,26,3.738866,0.006659,3.732207,0.689764,0.001225,0.229513,267.666667
8,27,3.738547,0.007184,3.731364,0.687501,0.001309,0.228731,266.821429
8,28,3.739141,0.007424,3.731718,0.688713,0.001358,0.229119,267.172414
8,29,3.740402,0.007530,3.732871,0.688608,0.001377,0.229077,267.066667
8,30,3.739919,0.007597,3.732322,0.688722,0.001390,0.229111,267.193548
8,31,3.738270,0.007578,3.730692,0.689686,0.001389,0.229432,267.718750
8,32,3.739535,0.007623,3.731912,0.689450,0.001396,0.229351,267.545455
8,33,3.740022,0.007896,3.732127,0.690871,0.001453,0.229806,268.058824
8,34,3.738065,0.007959,3.730106,0.690271,0.001464,0.229602,267.942857
8,35,3.738182,0.008092,3.730090,0.691521,0.001493,0.230009,268.416667
8,36,3.737677,0.008002,3.729675,0.691266,0.001476,0.229930,268.378378
8,37,3.735325,0.008058,3.727267,0.690265,0.001485,0.229593,268.157895
8,38,3.735500,0.007857,3.727643,0.690634,0.001448,0.229729,268.179487
8,39,3.734763,0.008005,3.726758,0.690267,0.001475,0.229597,268.100000
8,40,3.733093,0.008224,3.724869,0.685417,0.001494,0.227974,266.317073
8,41,3.731344,0.008139,3.723205,0.687000,0.001482,0.228506,267.023810
8,42,3.728926,0.008063,3.720863,0.686019,0.001467,0.228184,266.813953
8,43,3.730538,0.008290,3.722248,0.685450,0.001505,0.227981,266.454545
8,44,3.732138,0.008330,3.723807,0.685883,0.001513,0.228123,266.533333
8,45,3.730969,0.008406,3.722563,0.686864,0.001532,0.228444,267.043478
8,46,3.730410,0.008383,3.722027,0.686212,0.001527,0.228228,266.851064
8,47,3.729593,0.008278,3.721315,0.686125,0.001508,0.228206,266.875000
8,48,3.728374,0.008298,3.720076,0.684868,0.001509,0.227786,266.448980
8,49,3.727050,0.008443,3.718607,0.683551,0.001531,0.227340,266.040000
8,50,3.726792,0.008386,3.718407,0.683827,0.001522,0.227435,266.156863
8,51,3.725462,0.008229,3.717233,0.683894,0.001493,0.227467,266.269231
8,52,3.725802,0.008350,3.717452,0.685378,0.001521,0.227952,266.830189
8,53,3.726528,0.008370,3.718158,0.686124,0.001527,0.228199,267.074074
8,54,3.726470,0.008336,3.718133,0.685969,0.001521,0.228149,267.000000
8,55,3.726106,0.008380,3.717726,0.684852,0.001526,0.227775,266.589286
8,56,3.726237,0.008403,3.717834,0.684256,0.001529,0.227576,266.298246
8,57,3.726876,0.008538,3.718339,0.684004,0.001552,0.227484,266.103448
8,58,3.727889,0.008547,3.719342,0.683458,0.001552,0.227302,265.813559
8,59,3.727901,0.008612,3.719290,0.684428,0.001568,0.227620,266.200000
8,60,3.728385,0.008529,3.719856,0.683527,0.001552,0.227325,265.819672
8,61,3.728167,0.008555,3.719611,0.683007,0.001556,0.227151,265.645161
8,62,3.729120,0.008620,3.720500,0.683388,0.001568,0.227273,265.746032
8,63,3.728735,0.008486,3.720249,0.683406,0.001544,0.227287,265.765625
9,0,3.712838,0.012828,3.700011,10.903566,0.037672,0.679118,4324.000000
9,1,3.711943,0.013852,3.698091,10.834821,0.040415,0.674650,4297.500000
9,2,3.714493,0.013206,3.701288,10.810200,0.038432,0.673236,4269.333333
9,3,3.716952,0.013167,3.703786,10.822822,0.038337,0.674030,4269.000000
9,4,3.709927,0.012743,3.697184,10.803375,0.037106,0.672892,4272.400000
9,5,3.717241,0.013592,3.703648,10.821660,0.039566,0.673881,4268.500000
9,6,3.722881,0.013835,3.709046,10.825536,0.040221,0.674082,4266.428571
9,7,3.722580,0.014376,3.708203,10.846301,0.041902,0.675275,4275.625000
9,8,3.720135,0.013961,3.706174,10.836808,0.040683,0.674758,4273.555556
9,9,3.722818,0.013310,3.709509,10.818752,0.038734,0.673751,4263.100000
9,10,3.726309,0.013659,3.712650,10.829841,0.039747,0.674381,4262.727273
9,11,3.727712,0.013645,3.714067,10.835082,0.039709,0.674711,4267.250000
9,12,3.726094,0.013564,3.712530,10.829039,0.039464,0.674348,4264.307692
9,13,3.725495,0.013609,3.711885,10.828581,0.039598,0.674311,4263.857143
9,14,3.724280,0.013504,3.710776,10.812900,0.039248,0.673353,4259.200000
9,15,3.725665,0.013615,3.712050,10.810985,0.039545,0.673215,4255.062500
9,16,3.726934,0.014088,3.712846,10.814330,0.040912,0.673339,4254.058824
9,17,3.727621,0.014347,3.713274,10.817723,0.041670,0.673503,4253.388889
9,18,3.727475,0.014621,3.712854,10.823616,0.042496,0.673820,4256.105263
9,19,3.728026,0.014404,3.713623,10.824169,0.041860,0.673894,4256.600000
9,20,3.728340,0.014269,3.714071,10.809011,0.041418,0.672975,4248.666667
9,21,3.728446,0.014131,3.714314,10.815763,0.041035,0.673420,4251.818182
9,22,3.728767,0.014112,3.714655,10.824266,0.041006,0.673954,4258.478261
9,23,3.728443,0.014379,3.714064,10.825588,0.041791,0.673987,4259.083333
9,24,3.728591,0.014484,3.714107,10.833821,0.042130,0.674481,4261.720000
9,25,3.727992,0.014742,3.713250,10.832567,0.042882,0.674355,4261.500000
9,26,3.728221,0.014645,3.713576,10.823636,0.042566,0.673817,4256.962963
9,27,3.728010,0.014512,3.713498,10.820487,0.042172,0.673645,4256.250000
9,28,3.728358,0.014633,3.713726,10.820932,0.042517,0.673651,4255.034483
9,29,3.728553,0.014853,3.713700,10.824288,0.043170,0.673820,4258.200000
9,30,3.728820,0.014912,3.713908,10.822843,0.043331,0.673719,4256.645161
9,31,3.728953,0.014907,3.714046,10.816407,0.043287,0.673320,4253.718750
9,32,3.729269,0.015107,3.714162,10.825168,0.043911,0.673829,4257.303030
9,33,3.729840,0.015345,3.714496,10.827611,0.044604,0.673938,4258.058824
9,34,3.729889,0.015412,3.714477,10.835239,0.044834,0.674400,4260.685714
9,35,3.730550,0.015610,3.714940,10.842859,0.045440,0.674839,4264.694444
9,36,3.730098,0.015397,3.714701,10.842125,0.044822,0.674831,4265.594595
9,37,3.730327,0.015323,3.715003,10.838604,0.044591,0.674626,4263.500000
9,38,3.730362,0.015468,3.714894,10.838177,0.045007,0.674573,4263.205128
9,39,3.730719,0.015651,3.715068,10.843989,0.045567,0.674901,4266.000000
9,40,3.730851,0.015593,3.715259,10.838720,0.045375,0.674584,4262.902439
9,41,3.731122,0.015890,3.715231,10.837089,0.046219,0.674429,4261.357143
9,42,3.731630,0.016041,3.715589,10.841867,0.046674,0.674700,4262.581395
9,43,3.731550,0.015893,3.715656,10.843575,0.046250,0.674833,4262.818182
9,44,3.731511,0.015967,3.715544,10.844741,0.046469,0.674892,4263.777778
9,45,3.731359,0.015918,3.715441,10.843321,0.046322,0.674812,4262.652174
9,46,3.731393,0.015947,3.715445,10.841891,0.046398,0.674718,4262.638298
9,47,3.731003,0.015926,3.715078,10.836549,0.046317,0.674390,4260.645833
9,48,3.731147,0.015827,3.715319,10.839653,0.046038,0.674601,4262.122449
9,49,3.731128,0.015838,3.715290,10.841410,0.046075,0.674708,4262.320000
9,50,3.731468,0.015846,3.715621,10.841967,0.046098,0.674742,4261.549020
9,51,3.732135,0.016041,3.716094,10.844207,0.046663,0.674846,4261.711538
9,52,3.732317,0.016010,3.716307,10.845503,0.046576,0.674933,4261.754717
9,53,3.732367,0.015950,3.716417,10.843071,0.046392,0.674792,4260.648148
9,54,3.731825,0.015990,3.715836,10.841984,0.046508,0.674717,4260.690909
9,55,3.732005,0.015934,3.716071,10.840225,0.046338,0.674618,4259.267857
9,56,3.732588,0.016019,3.716569,10.842392,0.046586,0.674738,4259.192982
9,57,3.732569,0.015996,3.716574,10.840860,0.046511,0.674647,4258.155172
9,58,3.732685,0.016080,3.716605,10.843099,0.046765,0.674771,4258.915254
9,59,3.732798,0.016094,3.716704,10.845294,0.046814,0.674905,4259.200000
9,60,3.732394,0.016011,3.716383,10.847070,0.046581,0.675031,4260.360656
9,61,3.731979,0.015897,3.716082,10.843331,0.046243,0.674818,4259.258065
9,62,3.731709,0.015866,3.715843,10.844127,0.046157,0.674873,4260.619048
9,63,3.731686,0.015919,3.715766,10.845449,0.046319,0.674946,4260.812500
10,0,3.720932,0.007171,3.713761,1.954147,0.003766,0.390076,2192.000000
10,1,3.724989,0.008682,3.716307,1.978767,0.004621,0.394829,2201.000000
10,2,3.729454,0.009608,3.719846,1.996091,0.005156,0.398187,2217.666667
10,3,3.730419,0.011599,3.718820,1.992866,0.006201,0.397333,2211.750000
10,4,3.724935,0.011989,3.712946,1.996968,0.006434,0.398107,2217.800000
10,5,3.723832,0.011851,3.711981,1.991471,0.006344,0.397025,2210.166667
10,6,3.723568,0.011789,3.711779,1.994225,0.006319,0.397581,2210.571429
10,7,3.724737,0.011488,3.713249,1.994980,0.006157,0.397764,2220.375000
10,8,3.729496,0.011492,3.718004,1.996960,0.006157,0.398161,2220.222222
10,9,3.730752,0.011657,3.719096,2.002543,0.006262,0.399256,2223.300000
10,10,3.729428,0.011572,3.717856,2.002398,0.006218,0.399236,2228.454545
10,11,3.725703,0.012079,3.713624,1.997900,0.006478,0.398284,2228.083333
10,12,3.728122,0.011911,3.716211,1.999756,0.006389,0.398673,2226.769231
10,13,3.727077,0.011887,3.715190,1.997777,0.006372,0.398281,2226.928571
10,14,3.728364,0.011782,3.716582,1.997810,0.006314,0.398299,2224.000000
10,15,3.728927,0.011813,3.717114,1.998607,0.006332,0.398455,2225.062500
10,16,3.727889,0.012088,3.715801,1.999491,0.006486,0.398601,2226.647059
10,17,3.727206,0.011885,3.715321,2.000570,0.006380,0.398838,2229.555556
10,18,3.726958,0.011473,3.715485,2.000457,0.006159,0.398860,2229.736842
10,19,3.726628,0.011565,3.715063,2.001118,0.006211,0.398981,2229.250000
10,20,3.726696,0.011627,3.715070,2.002776,0.006250,0.399305,2227.904762
10,21,3.725952,0.011600,3.714353,2.001141,0.006232,0.398982,2225.454545
10,22,3.726678,0.011321,3.715357,2.002260,0.006083,0.399235,2232.826087
10,23,3.727117,0.011265,3.715852,2.001126,0.006049,0.399015,2231.875000
10,24,3.726556,0.011055,3.715502,2.000788,0.005936,0.398970,2231.360000
10,25,3.726295,0.011016,3.715279,2.002472,0.005920,0.399310,2232.461538
10,26,3.726354,0.011049,3.715305,2.001396,0.005935,0.399092,2228.518519
10,27,3.727593,0.011018,3.716575,2.001915,0.005918,0.399200,2226.964286
10,28,3.728175,0.011029,3.717146,2.004061,0.005929,0.399626,2228.724138
10,29,3.727356,0.011081,3.716276,2.002106,0.005951,0.399231,2229.133333
10,30,3.727415,0.011196,3.716219,2.001783,0.006012,0.399154,2227.774194
10,31,3.727247,0.011295,3.715952,2.001602,0.006065,0.399107,2225.437500
10,32,3.727725,0.011393,3.716332,2.000707,0.006113,0.398919,2222.424242
10,33,3.727957,0.011481,3.716477,2.000082,0.006157,0.398785,2222.941176
10,34,3.728453,0.011488,3.716965,2.001828,0.006166,0.399132,2224.285714
10,35,3.728971,0.011490,3.717481,2.001783,0.006166,0.399123,2225.833333
10,36,3.728910,0.011434,3.717477,2.001655,0.006136,0.399104,2224.513514
10,37,3.729426,0.011525,3.717901,2.001342,0.006183,0.399032,2222.657895
10,38,3.728759,0.011465,3.717294,2.001483,0.006152,0.399066,2223.512821
10,39,3.729135,0.011636,3.717499,2.001360,0.006242,0.399024,2223.550000
10,40,3.728667,0.011580,3.717087,2.001164,0.006212,0.398991,2222.000000
10,41,3.729356,0.011595,3.717761,2.000693,0.006217,0.398895,2220.904762
10,42,3.729366,0.011616,3.717750,2.000750,0.006229,0.398904,2222.232558
10,43,3.729538,0.011759,3.717779,2.001678,0.006309,0.399074,2223.250000
10,44,3.730073,0.011802,3.718271,2.002258,0.006334,0.399185,2224.044444
10,45,3.730514,0.011807,3.718708,2.002065,0.006335,0.399146,2223.065217
10,46,3.729979,0.011735,3.718244,2.000937,0.006294,0.398929,2220.425532
10,47,3.730121,0.011634,3.718487,2.001271,0.006241,0.399006,2219.583333
10,48,3.730626,0.011552,3.719075,2.002075,0.006198,0.399176,2220.795918
10,49,3.730346,0.011535,3.718811,2.001848,0.006188,0.399132,2220.780000
10,50,3.729989,0.011504,3.718485,2.000818,0.006170,0.398930,2219.823529
10,51,3.730231,0.011546,3.718685,2.000638,0.006191,0.398889,2219.519231
10,52,3.730128,0.011592,3.718536,2.001165,0.006218,0.398989,2220.000000
10,53,3.730219,0.011723,3.718496,2.001098,0.006288,0.398962,2219.388889
10,54,3.730262,0.011735,3.718527,2.002194,0.006298,0.399179,2220.745455
10,55,3.729553,0.011661,3.717893,2.002269,0.006259,0.399202,2220.982143
10,56,3.729763,0.011683,3.718079,2.002699,0.006272,0.399285,2221.842105
10,57,3.729585,0.011681,3.717904,2.002165,0.006270,0.399179,2221.603448
10,58,3.729347,0.011666,3.717682,2.002019,0.006261,0.399151,2221.423729
10,59,3.728981,0.011702,3.717278,2.002286,0.006283,0.399201,2221.416667
10,60,3.728987,0.011735,3.717252,2.002151,0.006300,0.399170,2220.737705
10,61,3.728508,0.011722,3.716785,2.002228,0.006294,0.399187,2221.048387
10,62,3.728238,0.011696,3.716542,2.001138,0.006277,0.398972,2220.476190
10,63,3.728552,0.011738,3.716813,2.001188,0.006300,0.398978,2221.281250
